"","Road","roadID","Chainage.start","Chainage.end","width","nrLanes"
"621","N309",1577,5.74,7.2,7.18,2
"622","N309",1577,7.2,8.6,7.12,2
"623","N309",1577,8.6,9.9,7.1,2
"624","N309",1577,9.9,11.3,7.8,2
"625","N309",1577,11.3,12.2,7.9,2
"626","N309",1577,12.2,13.303,7.4,2
"627","N4",1538,0,0.26,19,4
"628","N4",1538,0.26,2.2,7.4,2
"629","N4",1538,2.2,2.546,11.4,3
"630","N4",1538,2.546,35.234,7.4,2
"631","N4",1538,35.234,35.634,9.3,3
"632","N4",1538,35.634,36.334,10.4,3
"633","N4",1538,36.334,39.234,7.4,2
"634","N4",1538,39.234,39.464,9,3
"635","N4",1538,39.464,42.064,7.4,2
"636","N4",1538,42.064,42.194,12.2,4
"637","N4",1538,42.194,45.564,7.4,2
"638","N4",1538,45.564,45.694,21,4
"639","N4",1538,45.694,47.694,7.4,2
"640","N4",1538,47.694,47.834,7.4,2
"641","N4",1538,47.834,58.934,7.4,2
"642","N4",1538,58.934,59.114,10.5,3
"643","N4",1538,59.114,65.372,7.4,2
"644","N4",1538,65.372,69.914,7.2,2
"645","N4",1538,69.914,70.134,7.6,2
"646","N4",1538,70.134,70.934,7.4,2
"647","N4",1538,70.934,71.074,10.4,3
"648","N4",1538,71.074,77.074,5.8,2
"649","N4",1538,77.074,77.374,5.8,2
"650","N4",1538,77.374,80.993,5.8,2
"651","N4",1538,80.993,81.524,7.4,2
"652","N4",1538,81.524,85.024,5.8,2
"653","N4",1538,85.024,85.474,7,2
"654","N4",1538,85.474,86.024,5.5,2
"655","N4",1538,86.024,90.124,5.8,2
"656","N4",1538,90.124,91.124,9.2,3
"657","N4",1538,91.124,91.294,7.4,2
"658","N4",1538,91.294,96.694,5.8,2
"659","N4",1538,96.694,97.194,8,2
"660","N4",1538,97.194,104.994,5.8,2
"661","N4",1538,104.994,106.594,7.5,2
"662","N4",1538,106.594,106.884,10.5,3
"663","N4",1538,106.884,107.044,5.8,2
"664","N4",1538,107.044,107.594,5.8,2
"665","N4",1538,107.594,112.16,5.8,2
"666","N4",1538,112.16,118.26,5.8,2
"667","N4",1538,118.26,118.81,6.8,2
"668","N4",1538,118.81,119.36,10.2,3
"669","N4",1538,119.36,119.86,7.6,2
"670","N4",1538,119.86,146.305,5,1.5
"671","N401",1366,0,0.65,10.2,3
"672","N401",1366,0.65,1.01,5.6,2
"673","N401",1366,1.01,3.66,6,2
"674","N401",1366,3.66,7.5,5.8,2
"675","N401",1366,7.5,9.76,5.7,2
"676","N401",1366,9.76,13.41,5.7,2
"677","N401",1366,13.41,17.055,5.7,2
"678","N401",1366,17.055,17.505,6,2
"679","N401",1366,17.505,19.43,5.7,2
"680","N401",1366,19.43,20.72,6,2
"681","N401",1366,20.72,22.48,5.8,2
"682","N401",1366,22.48,25.495,6,2
"683","N401",1366,25.495,27.99,5.7,2
"684","N401",1366,27.99,34.51,5.7,2
"685","N401",1366,34.51,38.405,5.7,2
"686","N401",1366,38.405,39.875,5.7,2
"687","N401",1366,39.875,40.295,7.8,2
"688","N401",1366,40.295,42.195,5.8,2
"689","N401",1366,42.195,45.46,5.8,2
"690","N401",1366,45.46,46.1,9.5,3
"691","N401",1366,46.1,46.26,9.3,3
"692","N401",1366,46.26,46.98,9.5,3
"693","N402",1637,0,0.01,3.65,1
"694","N402",1637,0.01,14,6.05,2
"695","N402",1637,14,15,10.5,3
"696","N402",1637,15,17.4,7.3,2
"697","N402",1637,17.4,22.2,7.3,2
"698","N402",1637,22.2,25.6,7.3,2
"699","N402",1637,25.6,28,3.77,1
"700","N403",1373,0,0.5,11,3
"701","N403",1373,0.5,2.432,5.62,2
"702","N403",1373,2.432,3.71,6.65,2
"703","N403",1373,3.71,3.718,5.8,2
"704","N403",1373,3.718,3.732,23.6,6
"705","N404",1539,0,0.03,34,8
"706","N404",1539,0.03,0.3,9,3
"707","N404",1539,0.3,1.3,7.5,2
"708","N404",1539,1.3,2.07,7.4,2
"709","N404",1539,2.07,2.44,9.8,3
"710","N404",1539,2.44,3.2,10,3
"711","N404",1539,3.2,4.82,9.2,3
"712","N404",1539,4.82,6.489,7.68,2
"713","N405",1508,0,0.1,12.4,4
"714","N405",1508,0.1,0.2,14,4
"715","N405",1508,0.2,0.47,7.3,2
"716","N405",1508,0.47,0.52,10.3,3
"717","N405",1508,0.52,0.58,7.3,2
"718","N405",1508,0.58,0.802,0,0
"719","N405",1508,0.802,7.5,7.3,2
"720","N405",1508,7.5,7.55,10.3,3
"721","N405",1508,7.55,9.5,7.3,2
"722","N405",1508,9.5,9.62,10.3,3
"723","N405",1508,9.62,11.98,7.3,2
"724","N405",1508,11.98,12.06,10.3,3
"725","N405",1508,12.06,12.44,7.3,2
"726","N405",1508,12.44,12.52,10.3,3
"727","N405",1508,12.52,12.56,7.3,2
"728","N405",1508,12.56,20.115,14.6,4
"729","N405",1508,20.115,28.52,7.3,2
"730","N405",1508,28.52,28.6,10.3,3
"731","N405",1508,28.6,28.75,7.3,2
"732","N405",1508,28.75,28.85,10.3,3
"733","N405",1508,28.85,30.47,7.3,2
"734","N405",1508,30.47,30.56,10.3,3
"735","N405",1508,30.56,31.815,7.3,2
"736","N405",1508,31.815,31.895,10.3,3
"737","N405",1508,31.895,33.6,7.3,2
"738","N405",1508,33.6,33.675,10.3,3
"739","N405",1508,33.675,35.8,7.3,2
"740","N405",1508,35.8,35.865,10.3,3
"741","N405",1508,35.865,36.635,7.3,2
"742","N405",1508,36.635,36.715,10.3,3
"743","N405",1508,36.715,40.78,7.3,2
"744","N406",1786,0,0.035,14.1,4
"745","N406",1786,0.035,1.72,7.4,2
"746","N406",1786,1.72,3.042,7.3,2
"747","N407",1762,0,0.4,5.5,2
"748","N407",1762,0.4,1.4,3.68,1
"749","N407",1762,1.4,2.206,3.7,1
"750","N408",1763,0,1.6,5.5,2
"751","N408",1763,1.6,3.532,5.55,2
"752","N5",1529,0,13,15,4
"753","N5",1529,13,13.5,15,4
"754","N5",1529,13.5,13.97,24,7
"755","N5",1529,13.97,14.5,15,4
"756","N5",1529,14.5,22.343,14.6,4
"757","N5",1529,22.343,23.3,6.7,2
"758","N5",1529,23.3,24.11,7.5,2
"759","N5",1529,24.11,25.94,12,3
"760","N5",1529,25.94,28.05,6.1,2
"761","N5",1529,28.05,28.22,14,4
"762","N5",1529,28.22,34.61,6.8,2
"763","N5",1529,34.61,34.84,12.6,4
"764","N5",1529,34.84,39.22,7,2
"765","N5",1529,39.22,40.7,11.5,3
"766","N5",1529,40.7,43.88,7,2
"767","N5",1529,43.88,45,12,4
"768","N5",1529,45,48,12,4
"769","N5",1529,48,49.12,6.8,2
"770","N5",1529,49.12,49.87,6.8,2
"771","N5",1529,49.87,50.02,14,4
"772","N5",1529,50.02,51.42,11,3
"773","N5",1529,51.42,54.85,12,4
"774","N5",1529,54.85,57.95,6.8,2
"775","N5",1529,57.95,61.75,7,2
"776","N5",1529,61.75,63.65,12,4
"777","N5",1529,63.65,64.83,6.8,2
"778","N5",1529,64.83,65.9,7,2
"779","N5",1529,65.9,68.13,12,4
"780","N5",1529,68.13,70.44,7,2
"781","N5",1529,70.44,71.34,6.8,2
"782","N5",1529,71.34,72.34,8.4,2
"783","N5",1529,72.34,75.82,8.4,2
"784","N5",1529,75.82,76,8.5,2
"785","N5",1529,76,76.04,14,4
"786","N5",1529,76.04,78.309,8.5,2
"787","N5",1529,99,99.045,6.8,2
"788","N5",1529,99.045,101.43,7.8,2
"789","N5",1529,101.43,109.597,7.3,2
"790","N5",1529,109.597,110.347,11.3,3
"791","N5",1529,110.347,110.854,7.4,2
"792","N5",1529,110.854,112.414,7.3,2
"793","N5",1529,112.414,113.017,7.3,2
"794","N5",1529,113.017,116.894,7.3,2
"795","N5",1529,116.894,122.214,7.3,2
"796","N5",1529,122.214,123.224,7.3,2
"797","N5",1529,123.224,123.292,14.6,4
"798","N5",1529,123.292,123.434,12.5,4
"799","N5",1529,123.434,123.726,7.5,2
"800","N5",1529,123.726,130.494,7.4,2
"801","N5",1529,130.494,131.36,7.3,2
"802","N5",1529,131.36,131.784,8.5,2
"803","N5",1529,131.784,135.53,7.4,2
"804","N5",1529,135.53,135.605,7.5,2
"805","N5",1529,135.605,136.98,7.3,2
"806","N5",1529,136.98,137.15,8.5,2
"807","N5",1529,137.15,138.05,7.3,2
"808","N5",1529,138.05,138.57,7.3,2
"809","N5",1529,138.57,142.15,7.3,2
"810","N5",1529,142.15,143.08,7.3,2
"811","N5",1529,143.08,143.45,7.3,2
"812","N5",1529,143.45,144.732,7.3,2
"813","N5",1529,144.732,144.85,7.3,2
"814","N5",1529,144.85,145.276,7.3,2
"815","N5",1529,145.276,147.13,7.3,2
"816","N5",1529,147.13,147.478,7.3,2
"817","N5",1529,147.478,148.32,7.3,2
"818","N5",1529,148.32,148.513,12.5,4
"819","N5",1529,148.513,149.79,7.3,2
"820","N5",1529,149.79,150.17,7.3,2
"821","N5",1529,150.17,152.001,7.3,2
"822","N5",1529,152.001,152.456,7.4,2
"823","N5",1529,152.456,154.08,7.4,2
"824","N5",1529,154.08,154.33,8.5,2
"825","N5",1529,154.33,155.09,7.4,2
"826","N5",1529,155.09,155.492,7.4,2
"827","N5",1529,155.492,156.726,7.4,2
"828","N5",1529,156.726,157.045,8,2
"829","N5",1529,157.045,157.17,7.4,2
"830","N5",1529,157.17,157.52,7.4,2
"831","N5",1529,157.52,158.138,7.4,2
"832","N5",1529,158.138,158.525,7.4,2
"833","N5",1529,158.525,159.702,7.4,2
"834","N5",1529,159.702,160.65,7.4,2
"835","N5",1529,160.65,161.308,7.4,2
"836","N5",1529,161.308,161.721,7.4,2
"837","N5",1529,161.721,165.14,7.4,2
"838","N5",1529,165.14,165.25,8.5,2
"839","N5",1529,165.25,165.374,14.6,4
"840","N5",1529,165.374,165.693,10.5,3
"841","N5",1529,165.693,168.07,7.4,2
"842","N5",1529,168.07,169.41,7.4,2
"843","N5",1529,169.41,170.74,7.4,2
"844","N5",1529,170.74,171.49,7.4,2
"845","N5",1529,171.49,171.86,7.4,2
"846","N5",1529,171.86,172.796,7.3,2
"847","N5",1529,172.796,176.63,7.4,2
"848","N5",1529,176.63,179.683,7.4,2
"849","N5",1529,179.683,179.756,7.4,2
"850","N5",1529,179.756,181.12,7.4,2
"851","N5",1529,181.12,181.706,7.4,2
"852","N5",1529,181.706,182.056,7.4,2
"853","N5",1529,182.056,182.56,7.4,2
"854","N5",1529,182.56,182.655,7.4,2
"855","N5",1529,182.655,184.81,10.3,3
"856","N5",1529,184.81,189.09,7.4,2
"857","N5",1529,189.09,190.13,10.3,3
"858","N5",1529,190.13,190.781,7.4,2
"859","N5",1529,190.781,191.098,7.4,2
"860","N5",1529,191.098,194.6,10.3,3
"861","N5",1529,194.6,197.41,7.5,2
"862","N5",1529,197.41,198.2,7.4,2
"863","N5",1529,198.2,199.242,14.8,4
"864","N5",1529,199.242,200.926,7.5,2
"865","N5",1529,200.926,203.239,7.5,2
"866","N5",1529,203.239,207.97,7.5,2
"867","N5",1529,207.97,214.65,7.5,2
"868","N5",1529,214.65,216.28,7.5,2
"869","N5",1529,216.28,217.23,7.4,2
"870","N5",1529,217.23,218.032,14.4,4
"871","N5",1529,218.032,218.94,10.3,3
"872","N5",1529,218.94,221.432,7.5,2
"873","N5",1529,221.432,227.45,7.3,2
"874","N5",1529,227.45,232.015,7.2,2
"875","N5",1529,232.015,232.995,7.2,2
"876","N5",1529,232.995,240.09,7.3,2
"877","N5",1529,240.09,240.99,7.2,2
"878","N5",1529,240.99,242.245,7.3,2
"879","N5",1529,242.245,242.595,7.2,2
"880","N5",1529,242.595,248.345,7.2,2
"881","N5",1529,248.345,255.915,7.2,2
"882","N5",1529,255.915,259.145,7.3,2
"883","N5",1529,259.145,273.84,7.3,2
"884","N5",1529,273.84,274.46,7.2,2
"885","N5",1529,274.46,289.32,7.3,2
"886","N5",1529,289.32,291.01,7.25,2
"887","N5",1529,291.01,307.52,7.3,2
"888","N5",1529,307.52,307.765,7.3,2
"889","N5",1529,307.765,319.69,7.2,2
"890","N5",1529,319.69,319.89,7.3,2
"891","N5",1529,319.89,323.27,7.2,2
"892","N5",1529,323.27,331.15,17.2,4
"893","N5",1529,331.15,332.162,7.4,2
"894","N5",1529,332.162,333.962,7.3,2
"895","N5",1529,333.962,339.764,7.3,2
"896","N5",1529,339.764,341.167,7.3,2
"897","N5",1529,341.167,341.467,9,3
"898","N5",1529,341.467,347.534,7.3,2
"899","N5",1529,347.534,348.034,7.2,2
"900","N5",1529,348.034,353.034,7.3,2
"901","N5",1529,353.034,354.034,7.3,2
"902","N5",1529,354.034,358.597,7.3,2
"903","N5",1529,358.597,359.597,7.3,2
"904","N5",1529,359.597,359.844,7.3,2
"905","N5",1529,359.844,362.944,7.3,2
"906","N5",1529,362.944,363.547,7.3,2
"907","N5",1529,363.547,364.617,13.9,4
"908","N5",1529,364.617,370.402,7,2
"909","N5",1529,370.402,376.152,7.1,2
"910","N5",1529,376.152,380.4,6,2
"911","N5",1529,380.4,380.55,6,2
"912","N5",1529,380.55,383.44,6,2
"913","N5",1529,383.44,384.292,6.1,2
"914","N5",1529,384.292,387.69,6.1,2
"915","N5",1529,387.69,387.99,6.1,2
"916","N5",1529,387.99,392.61,6.1,2
"917","N5",1529,392.61,394.31,6.1,2
"918","N5",1529,394.31,396.11,6,2
"919","N5",1529,396.11,396.302,8.5,2
"920","N5",1529,396.302,396.46,8,2
"921","N5",1529,396.46,401.59,5.9,2
"922","N5",1529,401.59,402.6,5.9,2
"923","N5",1529,402.6,405.62,5.9,2
"924","N5",1529,405.62,405.72,6,2
"925","N5",1529,405.72,408.55,6,2
"926","N5",1529,408.55,409.1,6,2
"927","N5",1529,409.1,416.03,5.85,2
"928","N5",1529,416.03,416.755,5.8,2
"929","N5",1529,416.755,421.195,6,2
"930","N5",1529,421.195,421.295,5.89,2
"931","N5",1529,421.295,431.435,6,2
"932","N5",1529,431.435,433.615,5.9,2
"933","N5",1529,433.615,439.955,6,2
"934","N5",1529,439.955,449.88,5.9,2
"935","N5",1529,449.88,450.11,6,2
"936","N5",1529,450.11,458.79,5.8,2
"937","N5",1529,458.79,459.09,6,2
"938","N5",1529,459.09,471.24,5.9,2
"939","N5",1529,471.24,471.74,6,2
"940","N5",1529,471.74,474.47,6,2
"941","N5",1529,474.47,476.94,7.2,2
"942","N5",1529,476.94,477.16,7.3,2
"943","N5",1529,477.16,483.29,7.3,2
"944","N5",1529,483.29,483.66,7.3,2
"945","N5",1529,483.66,498.213,7.3,2
"946","N5",1529,498.213,507.463,7.3,2
"947","N5",1529,507.463,511.623,10.3,3
"948","N5",1529,511.623,518.633,7.3,2
"949","N5",1529,518.633,524.961,7.3,2
"950","N5",1529,524.961,526.033,7.1,2
"951","N501",1607,0,3.6,7.3,2
"952","N501",1607,3.6,7.9,7.32,2
"953","N501",1607,7.9,11.92,7.35,2
"954","N501",1607,11.92,11.942,11,3
"955","N502",1339,0,0.325,10.2,3
"956","N502",1339,0.325,0.365,9.5,3
"957","N502",1339,0.365,0.455,10.5,3
"958","N502",1339,0.455,1.7,5.5,2
"959","N502",1339,1.7,2,9.5,3
"960","N502",1339,2,6.02,5.5,2
"961","N502",1339,6.02,6.2,9.5,3
"962","N502",1339,6.2,8.1,5.5,2
"963","N502",1339,8.1,8.35,9.5,3
"964","N502",1339,8.35,10.2,5.5,2
"965","N502",1339,10.2,10.35,9.5,3
"966","N502",1339,10.35,12,5.5,2
"967","N502",1339,12,12.25,9.8,3
"968","N502",1339,12.25,13.94,5.5,2
"969","N502",1339,13.94,14.29,9.8,3
"970","N502",1339,14.29,15.48,5.7,2
"971","N502",1339,15.48,15.58,9.5,3
"972","N502",1339,15.58,18.38,5.5,2
"973","N502",1339,18.38,18.63,9.8,3
"974","N502",1339,18.63,22.89,5.5,2
"975","N502",1339,22.89,23.48,11.5,3
"976","N502",1339,23.48,25.49,5.7,2
"977","N502",1339,25.49,25.79,11.5,3
"978","N502",1339,25.79,29.4,5.7,2
"979","N502",1339,29.4,29.7,11.5,3
"980","N502",1339,29.7,35.3,5.7,2
"981","N502",1339,35.3,37.3,7.3,2
"982","N502",1339,37.3,37.43,9.5,3
"983","N502",1339,37.43,43.18,5.7,2
"984","N502",1339,43.18,43.63,8.2,2
"985","N502",1339,43.63,43.815,14,4
"986","N502",1339,43.815,44.31,7.5,2
"987","N502",1339,44.31,48.75,6.7,2
"988","N502",1339,48.75,54.19,5.5,2
"989","N502",1339,54.19,54.6,6.7,2
"990","N502",1339,54.6,55.51,60,4
"991","N502",1339,55.51,57.39,5.5,2
"992","N502",1339,57.39,58.81,6,2
"993","N502",1339,58.81,60.08,7.35,2
"994","N502",1339,60.08,61.01,8.2,2
"995","N502",1339,61.01,62.42,7.6,2
"996","N502",1339,62.42,63.29,7.6,2
"997","N503",1540,0,0.6,15,4
"998","N503",1540,0.6,1.615,6.62,2
"999","N503",1540,1.615,2.325,10.15,3
"1000","N503",1540,2.325,3.269,6.62,2
"1001","N504",1367,0,1.565,7.3,2
"1002","N504",1367,1.565,2.975,9.3,3
"1003","N504",1367,2.975,3.485,11.5,3
"1004","N504",1367,3.485,4.347,11,4
"1005","N504",1367,4.347,4.407,11,4
"1006","N504",1367,4.407,4.667,11,4
"1007","N504",1367,4.667,5.587,6.5,2
"1008","N504",1367,5.587,6.653,7.5,2
"1009","N505",1689,0,1.934,7.3,2
"1010","N505",1689,1.934,2.262,6.5,2
"1011","N505",1689,2.262,2.7,7.3,2
"1012","N505",1689,2.7,3.88,7.3,2
"1013","N505",1689,3.88,4.4,7,2
"1014","N506",1266,0,0.038,10,3
"1015","N506",1266,0.038,0.193,7.4,2
"1016","N506",1266,0.193,0.728,7.3,2
"1017","N506",1266,0.728,1.57,5.4,1.5
"1018","N506",1266,1.57,2.353,7.4,2
"1019","N506",1266,2.353,3.025,5.5,2
"1020","N506",1266,3.025,3.462,7.4,2
"1021","N506",1266,3.462,6.01,5.5,2
"1022","N506",1266,6.01,6.463,7.2,2
"1023","N506",1266,6.463,11.04,5.5,2
"1024","N506",1266,11.04,11.232,7.2,2
"1025","N506",1266,11.232,13.645,5.5,2
"1026","N506",1266,13.645,13.955,7.2,2
"1027","N506",1266,13.955,18.282,5.5,2
"1028","N506",1266,18.282,18.624,7.4,2
"1029","N506",1266,18.624,19.436,5.5,2
"1030","N506",1266,19.436,19.75,7.7,2
"1031","N506",1266,19.75,19.84,7.7,2
"1032","N506",1266,19.84,22.494,7.7,2
"1033","N506",1266,22.494,22.87,5.5,2
"1034","N506",1266,22.87,23.087,7.2,2
"1035","N506",1266,23.087,25.291,5.5,2
"1036","N506",1266,25.291,25.735,7.2,2
"1037","N506",1266,25.735,29.066,5.5,2
"1038","N506",1266,29.066,29.293,7.3,2
"1039","N506",1266,29.293,31.167,5.5,2
"1040","N506",1266,31.167,31.283,7.3,2
"1041","N506",1266,31.283,32.267,5.5,2
"1042","N506",1266,32.267,33.809,7.4,2
"1043","N506",1266,33.809,34.399,5.5,2
"1044","N506",1266,34.399,34.548,7.3,2
"1045","N506",1266,34.548,36.043,5.5,2
"1046","N506",1266,36.043,36.295,7.3,2
"1047","N506",1266,36.295,37.467,5.5,2
"1048","N506",1266,37.467,37.677,5.5,2
"1049","N506",1266,37.677,37.787,7.3,2
"1050","N506",1266,37.787,39.121,5.5,2
"1051","N506",1266,39.121,39.259,7.2,2
"1052","N506",1266,39.259,39.381,5.5,2
"1053","N506",1266,39.381,41.117,5.5,2
"1054","N506",1266,41.117,46.924,7.3,2
"1055","N506",1266,46.924,47.007,15,4
"1056","N506",1266,47.007,49.139,7.3,2
"1057","N506",1266,49.139,49.357,10.3,3
"1058","N506",1266,49.357,49.457,8.6,2
"1059","N506",1266,49.457,50.017,8.6,2
"1060","N507",1343,0,0.05,18,4
"1061","N507",1343,0.05,4.3,11.5,3
"1062","N507",1343,4.3,11,11.5,3
"1063","N507",1343,11,14.5,11.5,3
"1064","N507",1343,14.5,15.3,11.5,3
"1065","N507",1343,15.3,20,11.5,3
"1066","N507",1343,20,21.155,11.5,3
"1067","N507",1343,21.155,23.865,11.5,3
"1068","N507",1343,23.865,51.25,11.5,3
"1069","N507",1343,51.25,51.26,18.6,5
"1070","N508",1267,0,0.17,13.2,4
"1071","N508",1267,0.17,1.555,7.3,2
"1072","N508",1267,1.555,1.755,9.3,3
"1073","N508",1267,1.755,6.575,7.3,2
"1074","N508",1267,6.575,6.875,13.2,4
"1075","N508",1267,6.875,10.805,7.3,2
"1076","N508",1267,10.805,11.955,7.3,2
"1077","N508",1267,11.955,12.805,13.2,4
"1078","N508",1267,12.805,15.375,6.6,2
"1079","N508",1267,15.375,15.975,9.5,3
"1080","N509",1418,0,0.01,5.5,2
"1081","N509",1418,0.01,0.222,5.5,2
"1082","N509",1418,0.222,0.674,6,2
"1083","N509",1418,0.674,11.277,5.5,2
"1084","N509",1418,11.277,11.55,6.8,2
"1085","N509",1418,11.55,12.03,10.6,3
"1086","N509",1418,12.03,12.42,8.6,2
"1087","N509",1418,12.42,20.58,5.5,2
"1088","N509",1418,20.58,62.13,5.4,1.5
"1089","N509",1418,62.13,63.83,5.7,2
"1090","N509",1418,63.83,91.872,5.4,1.5
"1091","N509",1418,91.872,92.214,5.6,2
"1092","N509",1418,92.214,96.336,5.5,2
"1093","N509",1418,96.336,104.69,5.4,1.5
"1094","N510",1365,0,0.02,20,4
"1095","N510",1365,0.02,0.33,14.5,4
"1096","N510",1365,0.33,2.7,14.5,4
"1097","N510",1365,2.7,2.784,19,4
"1098","N511",1621,0,0.04,7.6,2
"1099","N511",1621,0.04,0.56,5.54,2
"1100","N511",1621,0.56,1.6,5.56,2
"1101","N511",1621,1.6,3.9,5.57,2
"1102","N511",1621,3.9,5.8,5.61,2
"1103","N511",1621,5.8,8.2,5.61,2
"1104","N511",1621,8.2,9.4,5.61,2
"1105","N511",1621,9.4,9.462,7.32,2
"1106","N513",1688,0,0.05,21,4
"1107","N513",1688,0.05,0.5,7.3,2
"1108","N513",1688,0.5,11.88,7.3,2
"1109","N514",1341,0,1.5,14.5,4
"1110","N514",1341,1.5,1.71,14.6,4
"1111","N514",1341,1.71,2.1,14.5,4
"1112","N514",1341,2.1,2.58,14.5,4
"1113","N514",1341,2.58,6.02,14.5,4
"1114","N514",1341,6.02,8.67,14.5,4
"1115","N515",1340,0,0.07,52,4
"1116","N515",1340,0.07,0.24,15.3,4
"1117","N515",1340,0.24,1.71,7.3,2
"1118","N515",1340,1.71,9.04,7.3,2
"1119","N515",1340,9.04,9.08,6.9,2
"1120","N515",1340,9.08,15.545,7.3,2
"1121","N515",1340,15.545,15.895,7.3,2
"1122","N515",1340,15.895,16,7.3,2
"1123","N516",1153,0,0.04,24.2,7
"1124","N516",1153,0.04,0.12,15,4
"1125","N516",1153,0.12,1.25,5.7,2
"1126","N516",1153,1.25,1.3,5.7,2
"1127","N516",1153,1.3,7.81,11.5,3
"1128","N516",1153,7.81,7.95,7.9,2
"1129","N516",1153,7.95,8,24.2,7
"1130","N517",1618,0,0.07,8,2
"1131","N517",1618,0.07,0.27,8.5,2
"1132","N517",1618,0.27,1.76,6.4,2
"1133","N517",1618,1.76,2.25,6,2
"1134","N517",1618,2.25,3,6,2
"1135","N517",1618,3,5.05,10,3
"1136","N517",1618,5.05,5.4,16,4
"1137","N517",1618,5.4,5.8,16,4
"1138","N517",1618,5.8,6.56,16,4
"1139","N517",1618,6.56,7.2,14.8,4
"1140","N517",1618,7.2,8.164,14.8,4
"1141","N517",1618,8.164,8.21,14.8,4
"1142","N518",1579,0,0.05,16,4
"1143","N518",1579,0.05,0.35,14,4
"1144","N518",1579,0.35,1.75,8,2
"1145","N518",1579,1.75,2.9,6,2
"1146","N518",1579,2.9,3.4,5.4,1.5
"1147","N518",1579,3.4,3.8,6,2
"1148","N518",1579,3.8,4.16,8,2
"1149","N519",1753,0,2.64,4,1.5
"1150","N520",1741,0,0.015,5,1.5
"1151","N520",1741,0.015,1.82,5,1.5
"1152","N520",1741,1.82,2.15,7,2
"1153","N520",1741,2.15,2.2,7,2
"1154","N520",1741,2.2,2.601,7,2
"1155","N540",1399,0,0.12,13.26,4
"1156","N540",1399,0.12,0.7,14.5,4
"1157","N540",1399,0.7,1.25,14.45,4
"1158","N540",1399,1.25,2.98,14.49,4
"1159","N540",1399,2.98,3.12,22,6
"1160","N540",1399,3.12,4.4,14.5,4
"1161","N540",1399,4.4,4.84,14.54,4
"1162","N540",1399,4.84,4.9,14.45,4
"1163","N540",1399,4.9,5.8,14.49,4
"1164","N540",1399,5.8,8,14.6,4
"1165","N540",1399,8,8.1,14.6,4
"1166","N540",1399,8.1,8.57,14.6,4
"1167","N540",1399,8.57,9.165,14.54,4
"1168","N540",1399,9.165,10.26,14.5,4
"1169","N540",1399,10.26,11.35,14.45,4
"1170","N540",1399,11.35,11.475,14.49,4
"1171","N540",1399,11.475,13.5,14.45,4
"1172","N540",1399,13.5,13.9,14.44,4
"1173","N540",1399,13.9,14.16,14.6,4
"1174","N540",1399,14.16,15.7,14.51,4
"1175","N540",1399,15.7,16.01,14.44,4
"1176","N6",1490,0,0.25,7.3,2
"1177","N6",1490,0.25,0.993,7.3,2
"1178","N6",1490,0.993,3.549,7.3,2
"1179","N6",1490,3.549,3.599,14.6,4
"1180","N6",1490,3.599,4.656,7.3,2
"1181","N6",1490,4.656,4.716,13.4,4
"1182","N6",1490,4.716,6.64,7.3,2
"1183","N6",1490,6.64,6.7,13.4,4
"1184","N6",1490,6.7,8.942,7.3,2
"1185","N6",1490,8.942,9.002,13.4,4
"1186","N6",1490,9.002,10.975,7.3,2
"1187","N6",1490,10.975,11.675,7.3,2
"1188","N6",1490,11.675,12.29,7.3,2
"1189","N6",1490,12.29,16.321,7.3,2
"1190","N6",1490,16.321,16.876,8.2,3
"1191","N6",1490,16.876,20.982,7.3,2
"1192","N6",1490,20.982,24.926,7.3,2
"1193","N6",1490,24.926,25.426,11,3
"1194","N6",1490,25.426,33.202,7.3,2
"1195","N6",1490,33.202,33.222,12.2,4
"1196","N6",1490,33.222,37.091,7.3,2
"1197","N6",1490,37.091,37.551,8.2,3
"1198","N6",1490,37.551,43.547,7.3,2
"1199","N6",1490,43.547,43.607,12.2,4
"1200","N6",1490,43.607,46.369,7.3,2
"1201","N6",1490,46.369,46.429,12.2,4
"1202","N6",1490,46.429,51.289,7.3,2
"1203","N6",1490,51.289,51.329,13.4,4
"1204","N6",1490,51.329,51.569,7.3,2
"1205","N6",1490,51.569,59.356,7.3,2
"1206","N6",1490,59.356,61.606,7.3,2
"1207","N6",1490,61.606,67.412,7.3,2
"1208","N6",1490,67.412,67.576,11,4
"1209","N6",1490,67.576,68.024,7.3,2
"1210","N6",1490,68.024,68.374,12.5,4
"1211","N6",1490,68.374,75.524,7.5,2
"1212","N6",1490,75.524,75.864,12.5,4
"1213","N6",1490,75.864,83.924,7.5,2
"1214","N6",1490,83.924,84.084,13,4
"1215","N6",1490,84.084,89.824,7.5,2
"1216","N6",1490,89.824,90.124,12.5,4
"1217","N6",1490,90.124,101.024,9.2,3
"1218","N6",1490,101.024,115.284,7.3,2
"1219","N6",1490,115.284,116.374,7.3,2
"1220","N6",1490,116.374,119.294,9.5,3
"1221","N6",1490,119.294,120.09,11.5,3.5
"1222","N6",1490,120.09,124.224,7.3,2
"1223","N6",1490,124.224,125.024,10,3
"1224","N6",1490,125.024,128.414,7.35,2
"1225","N6",1490,128.414,128.514,12,3
"1226","N6",1490,128.514,131.514,10.2,3
"1227","N6",1490,131.514,135.954,7.5,2
"1228","N6",1490,135.954,137.114,10.5,3
"1229","N6",1490,137.114,137.214,11.5,3.5
